age,region_category,membership_category,joined_through_referral,preferred_offer_types,medium_of_operation,internet_option,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn_risk_score
11.0,2,4.0,2.0,1,2.0,2.0,12.0,85.52,10636.13,5,730,0.0,1.0,0.0,1.0,7,3
42.0,0,3.0,2.0,0,3.0,1.0,22.0,1097.82,27380.8,27,799,0.0,1.0,1.0,3.0,2,3
12.0,1,2.0,0.0,2,1.0,2.0,8.0,322.3,14310.09,11,559,1.0,0.0,0.0,1.0,2,5
45.0,0,4.0,2.0,1,3.0,2.0,13.0,31.2,37295.99,25,1196,0.0,1.0,0.0,1.0,7,3
19.0,1,3.0,2.0,2,2.0,0.0,11.0,38.63,23832.38,16,733,0.0,1.0,1.0,2.0,2,3
55.0,0,1.0,0.0,2,2.0,0.0,12.0,291.94,97643.81,5,713,1.0,1.0,0.0,1.0,8,2
16.0,0,5.0,0.0,2,1.0,2.0,12.71,343.13,32605.84,16,335,0.0,1.0,0.0,1.0,1,4
56.0,0,3.0,1.0,1,2.0,0.0,19.0,180.37,21460.83,27,240,1.0,0.0,0.0,1.0,1,3
24.0,1,5.0,2.0,1,3.0,1.0,23.0,31.81,36494.51,24,622,0.0,1.0,0.0,1.0,1,4
24.0,1,3.0,0.0,2,2.0,1.0,12.0,31.86,21842.03,19,743,0.0,1.0,0.0,1.0,7,3
53.0,1,0.0,0.0,0,3.0,1.0,5.0,428.81,40698.54,9,600,0.0,1.0,1.0,3.0,3,4
12.0,1,2.0,0.0,0,3.0,2.0,17.0,97.85,31574.54,28,671,0.0,1.0,0.0,1.0,3,4
58.0,1,0.0,1.0,2,1.0,0.0,19.0,1223.77,47756.12,15,631,1.0,0.0,0.0,1.0,0,5
63.0,3,4.0,2.0,0,2.0,1.0,15.0,1090.92,12483.66,2,705,1.0,1.0,1.0,3.0,5,2
62.0,1,1.0,0.0,1,2.0,1.0,13.0,402.05,20411.69,15,517,1.0,0.0,0.0,1.0,4,1
48.0,3,3.0,2.0,1,1.0,1.0,2.0,33.18,24394.24,16,1042,0.0,1.0,1.0,0.0,2,3
60.0,1,1.0,1.0,1,2.0,0.0,9.0,54.08,19078.81,17,752,1.0,0.0,1.0,2.0,3,3
64.0,0,0.0,2.0,1,0.0,0.0,9.0,403.93,36532.11,16,621,0.0,1.0,0.0,1.0,3,4
11.0,2,0.0,1.0,1,2.0,0.0,5.0,106.24,47511.49,11,559,1.0,0.0,0.0,1.0,1,5
39.0,0,2.0,1.0,1,1.0,1.0,15.0,46.22,35937.37,6,658,1.0,0.0,0.0,1.0,7,4
52.0,0,2.0,0.0,2,3.0,0.0,15.0,45.45,47218.23,29,632,0.0,1.0,0.0,1.0,7,5
54.0,1,1.0,2.0,1,2.0,0.0,2.0,67.48,47619.23,10,754,0.0,1.0,0.0,1.0,5,2
12.0,1,5.0,2.0,0,2.0,2.0,2.0,226.47,27477.44,16,748,1.0,0.0,0.0,1.0,1,3
49.0,2,1.0,2.0,0,2.0,0.0,9.0,714.55,10779.16,23,734,1.0,0.0,0.0,1.0,1,3
23.0,1,4.0,0.0,2,1.0,2.0,16.0,125.89,77291.02,1,1085,1.0,0.0,1.0,2.0,6,2
62.0,3,2.0,2.0,0,2.0,1.0,17.0,112.9,20038.77,12,274,0.0,1.0,0.0,1.0,2,5
45.0,2,5.0,0.0,0,2.0,0.0,19.0,105.91,46063.59,6,761,1.0,0.0,1.0,0.0,7,3
17.0,2,5.0,2.0,2,2.0,2.0,9.0,154.43,11333.18,18,740,1.0,0.0,0.0,1.0,7,3
22.0,3,0.0,1.0,2,1.0,2.0,10.0,589.12,36545.91,12,680,1.0,0.0,1.0,4.0,1,5
38.0,1,2.0,0.0,1,1.0,1.0,17.0,174.48,40594.31,18,615,0.0,1.0,1.0,3.0,0,5
28.0,0,3.0,2.0,2,2.0,2.0,16.0,43.58,23397.98,8,759,1.0,0.0,0.0,1.0,1,3
39.0,0,5.0,0.0,0,1.0,0.0,9.0,32.91,11023.03,15,208,0.0,1.0,0.0,1.0,7,3
61.0,1,2.0,2.0,1,1.0,2.0,20.0,100.33,34614.42,15,642,0.0,1.0,1.0,3.0,0,5
64.0,1,1.0,1.0,1,1.0,1.0,11.0,449.03,33430.37,14,435,0.0,1.0,1.0,2.0,5,1
37.0,1,5.0,2.0,2,2.0,2.0,7.0,43.78,17353.48,21,282,1.0,0.0,0.0,1.0,1,4
48.0,2,2.0,0.0,0,1.0,2.0,13.0,188.21,7375.39,16,664,0.0,1.0,0.0,1.0,0,5
54.0,1,4.0,2.0,1,2.0,0.0,10.0,32.13,35792.72,27,739,1.0,0.0,1.0,2.0,1,3
34.0,0,1.0,0.0,0,1.0,1.0,19.0,154.58,3612.98,24,735,1.0,0.0,1.0,2.0,1,3
50.0,1,5.0,2.0,1,3.0,0.0,11.0,145.59,13518.27,12,740,1.0,0.0,0.0,1.0,1,3
20.0,1,1.0,2.0,0,1.0,2.0,14.0,233.72,15596.42,14,780,1.0,0.0,0.0,1.0,3,3
27.0,3,2.0,2.0,0,1.0,1.0,15.0,304.09,32189.63,7,549,0.0,1.0,1.0,0.0,7,5
14.0,1,2.0,1.0,0,3.0,2.0,14.0,163.99,27114.49,29,583,0.0,1.0,1.0,3.0,0,5
32.0,2,2.0,2.0,0,0.0,0.0,8.0,255.4,13608.16,16,524,1.0,1.0,1.0,2.0,3,5
55.0,0,2.0,0.0,0,1.0,2.0,12.0,488.0,20417.72,10,656,0.0,1.0,0.0,1.0,3,4
21.0,0,2.0,0.0,1,2.0,1.0,13.0,39.62,46139.37,16,673,1.0,0.0,0.0,1.0,1,5
12.0,1,2.0,2.0,1,1.0,2.0,17.0,110.59,12478.19,21,671,0.0,1.0,1.0,2.0,1,4
58.0,1,1.0,2.0,2,0.0,0.0,6.0,1600.12,15610.96,13,725,0.0,1.0,1.0,3.0,3,3
23.0,1,0.0,0.0,0,2.0,2.0,9.0,54.12,24610.29,10,653,0.0,1.0,1.0,3.0,1,5
55.0,1,5.0,1.0,2,2.0,0.0,6.0,633.62,58077.98,7,796,1.0,1.0,1.0,3.0,8,2
26.0,2,5.0,2.0,0,1.0,2.0,9.0,55.29,12574.16,18,633,0.0,1.0,0.0,1.0,3,4
16.0,0,1.0,2.0,2,1.0,0.0,26.0,936.34,30998.94,29,778,1.0,1.0,1.0,4.0,0,3
17.0,1,5.0,0.0,2,2.0,1.0,6.0,352.25,31444.17,10,668,1.0,1.0,1.0,2.0,7,4
11.0,0,4.0,0.0,2,2.0,0.0,18.0,128.93,66961.7,19,765,0.0,1.0,0.0,1.0,5,2
44.0,0,1.0,2.0,0,2.0,0.0,20.0,38.56,16717.72,28,550,1.0,0.0,1.0,3.0,3,3
16.0,1,1.0,0.0,0,1.0,0.0,7.0,220.07,45054.8,12,623,1.0,1.0,0.0,1.0,7,4
30.0,0,2.0,2.0,1,3.0,2.0,21.0,31.66,5643.14,11,711,0.0,1.0,0.0,1.0,7,3
17.0,1,5.0,2.0,0,1.0,1.0,9.0,1053.12,15799.78,28,945,1.0,1.0,1.0,2.0,2,3
35.0,0,1.0,2.0,1,0.0,1.0,11.0,263.58,34046.4,9,649,1.0,0.0,0.0,1.0,1,4
62.0,0,0.0,2.0,2,1.0,1.0,12.0,282.88,40612.89,28,617,0.0,1.0,1.0,2.0,0,5
25.0,1,0.0,1.0,0,1.0,2.0,14.0,142.87,43660.25,29,580,0.0,1.0,1.0,0.0,1,5
22.0,2,5.0,2.0,2,2.0,1.0,12.0,291.7,47001.28,8,729,1.0,0.0,0.0,1.0,1,3
58.0,1,0.0,0.0,0,3.0,1.0,15.0,120.5,4165.97,17,694,1.0,0.0,0.0,1.0,2,5
62.0,1,0.0,0.0,0,1.0,1.0,20.0,103.42,36445.77,18,663,1.0,0.0,0.0,1.0,2,5
41.0,1,1.0,1.0,2,2.0,2.0,7.0,248.72,33879.22,26,713,0.0,1.0,1.0,3.0,1,4
48.0,1,4.0,2.0,1,1.0,0.0,13.08,58.73,39995.8,28,708,0.0,1.0,0.0,1.0,1,3
41.0,0,3.0,1.0,1,2.0,1.0,10.0,129.09,25893.09,19,732,1.0,0.0,1.0,2.0,2,3
38.0,2,0.0,0.0,1,2.0,2.0,2.0,392.09,13706.85,7,1176,1.0,0.0,0.0,1.0,1,5
21.0,1,3.0,0.0,0,2.0,1.0,9.0,164.87,49628.7,15,188,1.0,0.0,0.0,1.0,7,3
62.0,2,0.0,2.0,1,2.0,0.0,3.0,280.47,25452.4,18,607,0.0,1.0,0.0,1.0,2,5
40.0,0,0.0,2.0,0,2.0,1.0,12.0,126.63,44732.67,20,664,1.0,0.0,0.0,1.0,2,4
48.0,2,1.0,0.0,1,1.0,0.0,15.0,850.5,17373.46,13,657,0.0,1.0,1.0,3.0,1,4
38.0,3,2.0,0.0,2,1.0,1.0,11.0,376.93,31089.9,25,1071,1.0,0.0,1.0,2.0,0,5
12.0,0,2.0,2.0,2,0.0,0.0,13.0,619.2,44015.54,9,826,1.0,1.0,0.0,1.0,2,5
34.0,1,5.0,0.0,1,1.0,1.0,5.0,165.92,46167.97,23,661,0.0,1.0,0.0,1.0,0,4
59.0,2,1.0,0.0,1,1.0,0.0,15.0,202.73,23566.49,3,764,0.0,1.0,0.0,1.0,6,2
43.0,0,0.0,2.0,0,3.0,1.0,13.0,641.9,11203.68,17,614,0.0,1.0,0.0,1.0,3,4
15.0,1,5.0,2.0,1,2.0,1.0,14.0,766.04,44858.07,18,689,1.0,1.0,0.0,1.0,1,4
23.0,2,5.0,0.0,1,1.0,2.0,23.0,1000.99,45893.91,14,633,1.0,0.0,1.0,4.0,0,4
55.0,1,4.0,2.0,2,2.0,1.0,7.0,792.59,44496.31,19,741,1.0,0.0,0.0,1.0,7,3
59.0,1,4.0,2.0,1,1.0,2.0,12.0,629.37,23602.1,11,742,1.0,1.0,0.0,1.0,3,3
50.0,1,2.0,2.0,1,2.0,0.0,22.0,56.28,6124.94,15,561,0.0,1.0,0.0,1.0,3,5
48.0,0,0.0,2.0,0,2.0,1.0,20.0,200.46,40236.57,21,647,1.0,0.0,0.0,1.0,0,5
23.0,0,2.0,2.0,2,2.0,1.0,16.0,1262.44,12163.94,11,677,1.0,0.0,0.0,1.0,1,5
55.0,1,2.0,0.0,2,2.0,1.0,14.0,299.27,7015.77,20,677,0.0,1.0,1.0,2.0,2,4
33.0,0,3.0,0.0,1,2.0,1.0,20.0,260.92,70639.99,10,760,0.0,1.0,0.0,1.0,8,1
49.0,1,2.0,2.0,2,2.0,2.0,15.0,30.58,38036.67,29,636,1.0,0.0,1.0,2.0,7,5
55.0,1,5.0,0.0,2,3.0,1.0,16.0,34.61,45824.46,12,678,1.0,0.0,1.0,0.0,0,4
56.0,3,2.0,2.0,2,2.0,0.0,11.0,177.42,6280.96,20,578,1.0,0.0,1.0,0.0,0,5
32.0,0,2.0,2.0,1,1.0,2.0,15.0,33.77,32673.05,21,529,0.0,1.0,0.0,1.0,0,5
52.0,3,1.0,0.0,2,1.0,2.0,15.0,33.5,50085.74,4,1242,0.0,1.0,0.0,1.0,6,2
16.0,1,2.0,2.0,0,2.0,2.0,8.0,62.53,23123.43,22,524,1.0,0.0,0.0,1.0,7,5
48.0,3,0.0,2.0,0,2.0,1.0,15.0,583.96,38477.8,13,608,1.0,0.0,0.0,1.0,0,5
61.0,0,3.0,0.0,1,2.0,1.0,9.0,315.37,28202.86,19,778,1.0,0.0,0.0,1.0,3,3
33.0,1,0.0,2.0,2,2.0,2.0,14.0,146.24,2203.18,15,301,0.0,1.0,1.0,3.0,0,5
22.0,0,2.0,2.0,1,1.0,2.0,20.0,103.51,21574.0,5,414,0.0,1.0,1.0,3.0,2,4
15.0,0,0.0,0.0,2,2.0,2.0,19.0,155.07,1808.39,22,680,1.0,0.0,0.0,1.0,0,4
10.0,3,5.0,0.0,2,3.0,0.0,12.0,142.34,38249.21,23,1078,1.0,0.0,1.0,4.0,0,4
50.0,3,3.0,2.0,1,0.0,0.0,4.0,434.53,9508.56,20,165,1.0,0.0,1.0,0.0,0,3
12.0,0,2.0,2.0,0,1.0,1.0,14.0,86.25,31792.97,9,1098,0.0,1.0,1.0,0.0,7,4
10.0,1,4.0,2.0,1,2.0,1.0,13.04,78.93,49093.95,28,791,1.0,0.0,0.0,1.0,7,3
12.0,1,2.0,0.0,0,1.0,0.0,8.0,122.17,12440.72,5,677,0.0,1.0,1.0,0.0,3,5
45.0,1,2.0,2.0,2,2.0,2.0,6.0,1482.53,13626.01,23,555,1.0,1.0,0.0,1.0,0,5
14.0,1,2.0,2.0,2,1.0,2.0,1.0,385.72,18512.96,19,557,1.0,1.0,1.0,2.0,0,5
40.0,1,0.0,2.0,2,2.0,2.0,14.0,91.7,23406.99,16,668,0.0,1.0,1.0,2.0,7,3
25.0,0,3.0,2.0,0,2.0,2.0,24.0,31.84,11412.83,53,703,1.0,0.0,1.0,3.0,3,4
20.0,2,1.0,2.0,0,2.0,0.0,12.0,30.36,46548.07,15,723,0.0,1.0,1.0,4.0,1,3
37.0,0,0.0,2.0,2,2.0,1.0,13.0,32.62,47228.58,12,608,0.0,1.0,1.0,2.0,0,5
13.0,0,5.0,0.0,1,1.0,2.0,4.0,150.97,85750.12,6,785,1.0,0.0,0.0,1.0,5,2
33.0,1,5.0,2.0,1,1.0,0.0,12.67,94.2,56741.77,11,710,0.0,1.0,0.0,1.0,6,2
47.0,1,4.0,0.0,2,2.0,1.0,2.0,163.43,5843.93,5,754,0.0,1.0,1.0,0.0,7,3
34.0,1,2.0,0.0,0,2.0,1.0,16.0,296.05,9945.0,16,638,0.0,1.0,0.0,1.0,7,4
60.0,0,3.0,0.0,1,3.0,2.0,8.0,95.89,27327.38,15,754,0.0,1.0,1.0,4.0,2,3
10.0,2,2.0,2.0,2,2.0,2.0,13.0,134.41,34007.44,12,420,0.0,1.0,1.0,2.0,2,5
44.0,1,4.0,0.0,2,2.0,0.0,21.0,34.97,14545.9,8,360,1.0,0.0,1.0,4.0,3,3
17.0,3,5.0,0.0,0,1.0,2.0,3.0,349.92,25966.98,9,659,1.0,0.0,0.0,1.0,1,4
38.0,2,0.0,1.0,2,1.0,0.0,6.0,176.66,29048.04,21,610,1.0,0.0,1.0,0.0,2,5
33.0,2,3.0,2.0,0,1.0,1.0,20.0,42.03,33959.9,8,831,0.0,1.0,1.0,4.0,4,1
16.0,0,5.0,2.0,2,2.0,1.0,13.0,47.22,15403.3,19,672,0.0,1.0,0.0,1.0,3,4
50.0,3,5.0,0.0,2,1.0,0.0,10.0,446.49,21585.94,16,729,1.0,1.0,0.0,1.0,1,3
52.0,0,0.0,2.0,0,2.0,2.0,9.0,502.02,28024.35,8,1161,0.0,1.0,1.0,2.0,2,5
36.0,0,1.0,0.0,1,1.0,1.0,5.0,261.9,41808.02,16,717,1.0,0.0,1.0,2.0,1,3
38.0,2,2.0,2.0,2,2.0,2.0,13.17,105.74,25686.23,16,622,1.0,0.0,1.0,4.0,1,5
54.0,0,4.0,2.0,2,3.0,2.0,23.0,59.08,36440.91,15,1638,1.0,0.0,0.0,1.0,1,3
18.0,1,2.0,2.0,2,2.0,1.0,17.0,200.63,21330.47,22,661,0.0,1.0,0.0,1.0,0,4
27.0,0,3.0,0.0,0,1.0,2.0,10.0,206.96,44254.12,12,824,1.0,1.0,0.0,1.0,4,1
38.0,3,0.0,1.0,1,1.0,1.0,17.0,162.46,3929.57,5,669,1.0,0.0,1.0,2.0,0,4
59.0,1,4.0,0.0,1,1.0,0.0,14.0,1431.65,56989.08,7,727,1.0,0.0,1.0,4.0,8,2
51.0,0,3.0,2.0,2,3.0,2.0,8.0,32.25,8879.1,24,796,1.0,0.0,1.0,0.0,7,3
14.0,2,1.0,2.0,0,3.0,2.0,13.0,104.42,6656.53,5,743,1.0,0.0,0.0,1.0,7,3
62.0,2,4.0,1.0,0,2.0,2.0,21.0,144.85,12962.42,26,761,0.0,1.0,1.0,3.0,7,3
47.0,0,4.0,1.0,2,1.0,2.0,18.0,33.57,5110.81,29,752,1.0,0.0,1.0,2.0,1,3
18.0,1,1.0,0.0,2,1.0,0.0,21.0,260.08,15097.46,11,773,1.0,0.0,0.0,1.0,2,3
64.0,3,1.0,1.0,1,2.0,2.0,13.0,80.09,32437.84,9,663,0.0,1.0,1.0,3.0,1,4
56.0,0,4.0,0.0,2,1.0,0.0,13.0,231.48,2042.49,21,744,1.0,0.0,1.0,2.0,0,3
52.0,2,5.0,0.0,0,1.0,0.0,16.0,401.93,60639.1,11,797,0.0,1.0,1.0,2.0,5,2
49.0,0,2.0,0.0,1,2.0,1.0,9.0,76.11,28870.14,28,683,1.0,0.0,1.0,0.0,2,5
15.0,2,2.0,2.0,2,1.0,2.0,15.0,81.06,6382.96,24,608,1.0,0.0,0.0,1.0,7,5
41.0,1,3.0,0.0,1,2.0,1.0,10.0,1110.19,49615.92,24,786,1.0,0.0,1.0,2.0,1,3
25.0,1,2.0,0.0,2,2.0,1.0,8.0,305.27,28019.96,7,608,1.0,0.0,0.0,1.0,2,5
36.0,0,1.0,2.0,2,2.0,0.0,24.0,563.3,38221.0,10,1296,0.0,1.0,1.0,2.0,1,3
16.0,3,2.0,0.0,0,0.0,0.0,7.0,237.14,5061.41,10,989,1.0,1.0,0.0,1.0,3,4
30.0,1,5.0,2.0,1,2.0,2.0,2.0,58.85,46895.72,16,792,0.0,1.0,1.0,4.0,7,3
48.0,2,1.0,2.0,0,1.0,0.0,14.0,31.26,48481.64,17,717,0.0,1.0,0.0,1.0,0,4
29.0,1,0.0,2.0,1,1.0,0.0,6.0,274.91,43598.7,5,597,0.0,1.0,1.0,4.0,1,5
30.0,2,1.0,0.0,1,1.0,0.0,16.0,1299.68,22290.86,28,638,0.0,1.0,1.0,2.0,2,4
49.0,0,2.0,2.0,0,2.0,0.0,13.0,150.91,17129.53,15,639,0.0,1.0,1.0,0.0,2,4
13.0,1,1.0,1.0,2,1.0,2.0,9.0,271.76,26424.38,14,756,1.0,1.0,0.0,1.0,2,3
56.0,3,3.0,1.0,2,0.0,0.0,3.0,733.67,14436.07,6,297,1.0,1.0,1.0,2.0,5,2
36.0,1,3.0,2.0,1,3.0,2.0,10.66,1221.82,86842.83,13,710,1.0,1.0,0.0,1.0,6,2
34.0,2,4.0,1.0,0,0.0,2.0,2.0,949.86,33079.95,25,419,1.0,1.0,0.0,1.0,2,3
23.0,0,2.0,0.0,2,2.0,0.0,4.0,215.75,33862.45,17,206,0.0,1.0,1.0,3.0,7,5
36.0,1,2.0,0.0,0,3.0,1.0,15.0,479.45,25392.94,11,587,1.0,0.0,0.0,1.0,0,5
20.0,0,3.0,1.0,1,1.0,1.0,2.0,352.61,1816.1,5,733,0.0,1.0,0.0,1.0,3,3
35.0,0,0.0,0.0,1,3.0,1.0,13.63,86.27,37451.91,23,676,0.0,1.0,1.0,2.0,1,5
29.0,0,0.0,0.0,2,1.0,2.0,19.0,43.5,14431.86,27,686,1.0,0.0,0.0,1.0,1,4
38.0,0,2.0,2.0,1,3.0,1.0,11.0,552.61,20308.23,28,615,1.0,0.0,1.0,4.0,2,4
46.0,1,1.0,0.0,2,2.0,1.0,20.0,393.41,15462.29,8,747,0.0,1.0,1.0,0.0,0,3
60.0,0,5.0,0.0,1,2.0,0.0,5.0,95.02,11757.89,6,750,1.0,0.0,0.0,1.0,7,3
61.0,0,4.0,2.0,1,1.0,2.0,25.0,50.63,97688.49,17,292,1.0,0.0,1.0,2.0,6,1
56.0,1,1.0,2.0,1,1.0,2.0,12.0,34.08,34687.38,15,717,0.0,1.0,0.0,1.0,6,2
41.0,0,0.0,0.0,2,2.0,1.0,16.0,34.82,33188.16,27,367,0.0,1.0,1.0,3.0,1,4
59.0,1,4.0,0.0,0,0.0,0.0,16.0,1336.27,36326.75,15,788,0.0,1.0,0.0,1.0,3,3
29.0,1,4.0,0.0,0,2.0,0.0,6.0,201.06,8436.67,6,1071,1.0,0.0,1.0,2.0,4,1
28.0,0,5.0,2.0,1,0.0,0.0,16.0,348.67,38427.15,29,700,1.0,0.0,1.0,4.0,3,3
56.0,1,0.0,0.0,0,1.0,2.0,14.0,42.78,43391.4,28,436,1.0,0.0,1.0,3.0,1,5
43.0,1,1.0,0.0,0,1.0,1.0,21.0,33.37,36894.82,18,701,0.0,1.0,0.0,1.0,1,3
28.0,2,5.0,0.0,1,0.0,2.0,20.0,222.09,19368.12,45,629,1.0,0.0,1.0,0.0,1,4
16.0,2,5.0,0.0,1,3.0,0.0,9.0,88.82,5497.89,12,735,1.0,0.0,1.0,3.0,2,3
60.0,1,2.0,2.0,0,1.0,1.0,16.0,101.56,5132.55,16,621,0.0,1.0,1.0,4.0,2,4
35.0,0,2.0,0.0,2,2.0,0.0,9.0,37.59,28432.23,29,631,0.0,1.0,1.0,4.0,2,4
24.0,3,4.0,1.0,0,1.0,0.0,2.0,138.61,68051.66,11,846,0.0,1.0,1.0,4.0,8,1
17.0,2,0.0,0.0,1,1.0,2.0,9.0,47.81,12144.94,17,690,0.0,1.0,1.0,4.0,0,4
21.0,0,1.0,2.0,0,3.0,1.0,17.0,33.88,43649.07,11,777,0.0,1.0,1.0,0.0,3,3
16.0,1,0.0,2.0,1,1.0,2.0,7.0,117.73,31562.08,7,661,0.0,1.0,1.0,3.0,0,4
64.0,3,3.0,2.0,1,3.0,1.0,3.0,327.42,1063.13,8,755,1.0,0.0,1.0,0.0,0,3
39.0,1,0.0,0.0,2,3.0,1.0,8.0,417.99,37839.02,16,654,0.0,1.0,0.0,1.0,0,5
54.0,0,0.0,0.0,0,2.0,0.0,4.0,80.78,19793.69,18,676,0.0,1.0,0.0,1.0,7,4
63.0,0,5.0,1.0,1,1.0,1.0,9.0,96.65,24717.58,35,746,1.0,0.0,1.0,3.0,5,2
17.0,0,0.0,1.0,1,3.0,1.0,13.0,46.04,19090.42,12,581,1.0,0.0,1.0,3.0,2,5
36.0,1,0.0,2.0,1,2.0,2.0,16.0,119.69,48054.16,20,606,0.0,1.0,1.0,3.0,0,4
55.0,1,5.0,0.0,0,1.0,1.0,15.0,156.18,14801.69,12,645,0.0,1.0,1.0,3.0,1,4
24.0,3,1.0,2.0,2,1.0,2.0,19.0,58.11,7232.66,8,673,0.0,1.0,0.0,1.0,2,4
55.0,1,1.0,1.0,0,1.0,0.0,19.0,33.19,44650.25,17,720,1.0,0.0,0.0,1.0,2,3
63.0,1,3.0,1.0,1,3.0,0.0,13.0,601.21,44824.66,5,771,1.0,1.0,0.0,1.0,6,1
28.0,0,0.0,2.0,0,0.0,0.0,5.0,694.09,14084.16,13,687,1.0,1.0,0.0,1.0,2,4
35.0,1,2.0,2.0,0,2.0,2.0,10.0,495.46,26812.57,17,538,1.0,1.0,1.0,2.0,3,5
59.0,1,2.0,1.0,2,0.0,0.0,15.0,510.73,20038.13,7,622,1.0,1.0,0.0,1.0,1,5
23.0,1,5.0,0.0,1,2.0,2.0,17.0,378.32,6289.63,29,717,0.0,1.0,0.0,1.0,7,4
32.0,2,5.0,2.0,1,1.0,0.0,12.0,191.47,12992.9,7,680,1.0,0.0,1.0,3.0,1,4
36.0,0,2.0,1.0,0,0.0,0.0,4.0,247.62,17192.01,12,614,1.0,0.0,1.0,3.0,2,4
19.0,1,4.0,2.0,2,3.0,1.0,13.08,137.76,37000.31,19,751,0.0,1.0,1.0,3.0,1,3
47.0,0,3.0,2.0,2,3.0,1.0,15.0,826.23,7263.2,15,741,1.0,1.0,1.0,2.0,2,3
42.0,0,2.0,1.0,0,3.0,2.0,14.0,1086.01,37893.72,17,602,1.0,1.0,0.0,1.0,7,5
30.0,0,4.0,2.0,0,2.0,1.0,17.0,512.86,84959.24,19,759,0.0,1.0,0.0,1.0,6,2
29.0,0,2.0,2.0,1,0.0,1.0,12.0,523.17,48510.75,12,1203,1.0,0.0,0.0,1.0,2,5
25.0,2,0.0,2.0,2,3.0,1.0,13.37,32.94,2257.48,11,937,0.0,1.0,0.0,1.0,7,5
54.0,3,2.0,0.0,1,1.0,2.0,23.0,388.92,46687.09,20,951,0.0,1.0,1.0,0.0,2,4
38.0,3,0.0,1.0,0,2.0,0.0,18.0,64.35,32459.02,18,626,1.0,0.0,0.0,1.0,3,4
19.0,1,4.0,1.0,1,0.0,1.0,8.0,437.82,2361.57,6,720,0.0,1.0,0.0,1.0,2,3
28.0,1,5.0,1.0,0,0.0,1.0,15.0,425.87,20552.83,6,734,1.0,1.0,0.0,1.0,2,3
57.0,0,3.0,0.0,2,1.0,2.0,12.0,400.2,32446.0,10,839,1.0,0.0,0.0,1.0,8,1
56.0,3,3.0,0.0,1,2.0,1.0,20.0,34.14,26613.52,25,708,0.0,1.0,1.0,4.0,7,3
33.0,2,2.0,2.0,2,1.0,2.0,10.0,30.91,32503.71,11,552,0.0,1.0,0.0,1.0,3,5
36.0,0,0.0,0.0,2,1.0,2.0,15.0,186.4,26284.13,17,656,1.0,0.0,0.0,1.0,3,5
53.0,1,4.0,2.0,0,1.0,1.0,12.88,83.02,32966.01,22,728,1.0,0.0,1.0,4.0,7,3
13.0,1,0.0,1.0,0,2.0,1.0,5.0,1721.26,28781.74,13,512,1.0,1.0,1.0,2.0,1,5
27.0,3,5.0,1.0,0,0.0,1.0,10.0,747.05,29414.81,16,683,0.0,1.0,1.0,2.0,2,4
11.0,1,0.0,2.0,1,3.0,0.0,11.0,1228.14,2173.69,17,969,0.0,1.0,0.0,1.0,1,5
26.0,0,2.0,2.0,2,1.0,1.0,12.0,652.19,26519.82,16,1466,1.0,1.0,0.0,1.0,0,5
16.0,0,0.0,2.0,2,2.0,1.0,11.0,130.05,17513.69,29,535,0.0,1.0,1.0,4.0,7,5
51.0,2,4.0,2.0,0,1.0,1.0,7.0,185.79,53225.55,5,826,0.0,1.0,0.0,1.0,4,1
23.0,1,5.0,0.0,0,1.0,0.0,13.0,32.83,49711.44,26,485,0.0,1.0,0.0,1.0,7,3
25.0,0,3.0,2.0,0,1.0,0.0,12.0,529.07,6325.37,23,744,1.0,0.0,1.0,4.0,2,3
16.0,3,0.0,0.0,1,2.0,0.0,7.0,47.18,2242.41,14,667,0.0,1.0,0.0,1.0,1,5
60.0,2,0.0,2.0,2,0.0,2.0,4.0,507.58,34469.26,13,651,1.0,1.0,0.0,1.0,0,4
61.0,1,0.0,1.0,2,3.0,0.0,12.0,322.92,18353.67,19,534,1.0,0.0,0.0,1.0,1,5
44.0,0,1.0,2.0,1,3.0,2.0,13.0,96.76,31096.42,16,794,0.0,1.0,0.0,1.0,4,1
20.0,0,1.0,0.0,0,3.0,1.0,13.0,171.79,16554.99,12,777,0.0,1.0,0.0,1.0,3,3
27.0,1,5.0,1.0,2,0.0,0.0,11.0,249.36,28951.39,18,768,1.0,0.0,0.0,1.0,7,3
22.0,0,1.0,2.0,1,2.0,0.0,3.0,2732.7,79718.85,5,824,1.0,1.0,1.0,3.0,8,1
19.0,0,5.0,2.0,1,1.0,1.0,14.0,213.38,14581.71,18,713,1.0,1.0,0.0,1.0,1,3
49.0,3,4.0,0.0,1,3.0,2.0,13.42,68.77,2187.4,16,702,1.0,0.0,1.0,2.0,2,3
40.0,2,2.0,2.0,1,2.0,0.0,13.0,77.19,24873.42,20,696,1.0,0.0,0.0,1.0,3,5
20.0,3,2.0,0.0,1,2.0,1.0,3.0,513.92,30354.78,13,1030,1.0,1.0,1.0,3.0,1,5
52.0,1,3.0,2.0,1,2.0,2.0,21.0,30.48,1911.99,22,745,1.0,0.0,1.0,0.0,7,3
39.0,1,0.0,0.0,0,2.0,1.0,21.0,186.03,2353.19,22,675,1.0,0.0,0.0,1.0,0,4
